name,description,category,brand,product_details,average_rating,reviews_count,price
"Carved Balinese Driftwood Mirror Frame, Decorative — Home Decor","Discover this carved Driftwood Mirror Frame, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Bamboo construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Home Decor,SeminyakStudio,"Home, Decor, SustainableWood, BaliHandcraft, EcoFriendly",4.58,193,8.0
"Traditional Balinese Coconut Aromatic Stick, XL — Incense & Aromatherapy","Bring the spirit of Bali into your home with this Coconut Aromatic Stick. Sourced from Ubud, Bali, Indonesia and crafted with Sandalwood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Incense & Aromatherapy,MasArt,"Incense, Aromatherapy, WoodCarving, IslandArt, CeramicBali",4.92,273,8.0
"Elegant handcrafted Bali Glazed Stoneware Bowl, Large — Ceramic & Pottery","Bring the spirit of Bali into your home with this Glazed Stoneware Bowl. Sourced from Batubulan, Bali, Indonesia and crafted with Glazed Stoneware, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Ceramic & Pottery,SeminyakArt,"Ceramic, Pottery, RattanBag, BalineseJewelry, EcoFriendly",4.52,361,367.92
"Rare Balinese Hero Mask, Standard — Masks & Folk Art","Discover this rare Hero Mask, handcrafted in Batubulan, Bali, Indonesia using traditional Balinese techniques. The Waru Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Masks & Folk Art,KlungkungCraft,"Masks, Folk, RattanBag, CelukSilver",4.77,264,172.25
"Traditional Balinese Dragon Door Knocker, Medium — Wood Carving & Sculpture","This Dragon Door Knocker is a masterpiece of Batubulan, Bali, Indonesia heritage. Made from ethically sourced Teak Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wood Carving & Sculpture,TabananCraft,"Wood, Carving, OrganicBali, EcoFriendly",4.73,186,8.0
"Sacred Balinese Batik Wall Art, Small — Wall Art & Panels","sacred Batik Wall Art from Tegallalang, Bali, Indonesia. Crafted using Teak Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wall Art & Panels,BaliCreativeHouse,"Wall, Art, CeramicBali, NaturalMaterial",4.72,458,297.29
"Vintage Balinese Ata Vine Basket, Small — Rattan & Woven Bags","Discover this vintage Ata Vine Basket, handcrafted in Gianyar, Bali, Indonesia using traditional Balinese techniques. The Rattan & Bamboo construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Rattan & Woven Bags,SeminyakCraft,"Rattan, Woven, EcoFriendly, CelukSilver",4.84,167,230.17
"Artisan rustic Bali Coconut Aromatic Stick, Large — Incense & Aromatherapy","Discover this rustic Coconut Aromatic Stick, handcrafted in Gianyar, Bali, Indonesia using traditional Balinese techniques. The Sandalwood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Incense & Aromatherapy,CelukCreativeHouse,"Incense, Aromatherapy, BatchArtistry, WoodCarving, GianyarCraft",4.5,214,305.19
"Elegant Balinese Wayang Figure, Decorative — Wood Carving & Sculpture","Bring the spirit of Bali into your home with this Wayang Figure. Sourced from Tegallalang, Bali, Indonesia and crafted with Coconut Shell, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Wood Carving & Sculpture,UbudWorkshop,"Wood, Carving, HomeDecorationBali, RattanBag",4.95,31,138.66
"Elegant Balinese Ganesha Statue, Small — Wood Carving & Sculpture","elegant Ganesha Statue from Tegallalang, Bali, Indonesia. Crafted using Waru Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wood Carving & Sculpture,SeminyakWorkshop,"Wood, Carving, HomeDecorationBali, CelukSilver",4.8,352,327.04
"Elegant Balinese Indigo Batik Cloth, Medium — Batik & Textile","elegant Indigo Batik Cloth from Gianyar, Bali, Indonesia. Crafted using Rayon by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Batik & Textile,UbudWorkshop,"Batik, Textile, CeramicBali, ArtisanMade, SustainableWood",4.99,294,110.82
"Handwoven Balinese Woven Seagrass Tote, Large — Rattan & Woven Bags","This Woven Seagrass Tote is a masterpiece of Tegallalang, Bali, Indonesia heritage. Made from ethically sourced Seagrass, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Rattan & Woven Bags,SeminyakArt,"Rattan, Woven, WoodCarvingSculpture, SilverJewelry",4.7,361,44.86
"Painted Balinese Tropical Canvas Print, Standard — Wall Art & Panels","This Tropical Canvas Print is a masterpiece of Tegallalang, Bali, Indonesia heritage. Made from ethically sourced Suar Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wall Art & Panels,MasHeritage,"Wall, Art, TegallalangWood, BaliHandcraft",4.83,413,432.0
"Vintage Balinese Carved Teak Panel, Decorative — Wall Art & Panels","vintage Carved Teak Panel from Ubud, Bali, Indonesia. Crafted using Canvas & Acrylic by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wall Art & Panels,BaliBotanica,"Wall, Art, RattanBag, GianyarCraft",4.77,453,79.99
"Premium Balinese Filigree Pendant, Mini — Silver Jewelry","Discover this premium Filigree Pendant, handcrafted in Celuk, Bali, Indonesia using traditional Balinese techniques. The Silver Alloy construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Silver Jewelry,KutaCraft,"Silver, Jewelry, IslandArt, BalineseMask, BaliHandcraft",4.52,434,378.07
"Authentic Balinese Driftwood Mirror Frame, Large — Home Decor","Discover this authentic Driftwood Mirror Frame, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Driftwood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Home Decor,KutaHeritage,"Home, Decor, WoodCarvingSculpture, OrganicBali, EcoFriendly",4.82,201,190.07
"Heritage Balinese Coconut Aromatic Stick, Standard — Incense & Aromatherapy","heritage Coconut Aromatic Stick — A true representation of Balinese artistry. Using Kemenyan Resin sourced from local villages, our artisans in Gianyar, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Incense & Aromatherapy,MasArt,"Incense, Aromatherapy, CeramicBali, GianyarCraft, IndonesianCraft",5.0,178,367.84
"Rustic Balinese Filigree Pendant, XL — Silver Jewelry","This Filigree Pendant is a masterpiece of Celuk, Bali, Indonesia heritage. Made from ethically sourced 925 Sterling Silver, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Silver Jewelry,GianyarBoutique,"Silver, Jewelry, TegallalangWood, BohoStyle, ArtisanMade",4.51,410,244.03
"Handcrafted Balinese Temple Ceremony Painting, Standard — Paintings on Canvas","This Temple Ceremony Painting is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Canvas & Oil, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Paintings on Canvas,GianyarArtisan,"Paintings, on, SustainableWood, EcoFriendly",4.88,9,160.92
"Heritage Balinese Palm Leaf Clutch, XL — Rattan & Woven Bags","heritage Palm Leaf Clutch from Gianyar, Bali, Indonesia. Crafted using Ata Vine by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Rattan & Woven Bags,CelukWorkshop,"Rattan, Woven, BalineseJewelry, NaturalMaterial",4.77,302,284.7
"Heritage luxury Bali Carved Teak Panel, Standard — Wall Art & Panels","This Carved Teak Panel is a masterpiece of Tegallalang, Bali, Indonesia heritage. Made from ethically sourced Teak Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wall Art & Panels,MasBrass,"Wall, Art, HomeDecorationBali, WoodCarving",4.87,243,320.38
"Handwoven Balinese Hand-Stamped Batik Scarf, Large — Batik & Textile","handwoven Hand-Stamped Batik Scarf — A true representation of Balinese artistry. Using Linen sourced from local villages, our artisans in Sukawati, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Batik & Textile,KutaBoutique,"Batik, Textile, BalineseMask, HandmadeBali, BatchArtistry",4.8,384,335.63
"Premium Balinese Hand-Painted Ceramic Vase, Standard — Ceramic & Pottery","This Hand-Painted Ceramic Vase is a masterpiece of Batubulan, Bali, Indonesia heritage. Made from ethically sourced Terracotta, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Ceramic & Pottery,SingarajaWeave,"Ceramic, Pottery, SilverJewelry, IndonesianCraft, SustainableWood",4.69,270,419.04
"Rustic Balinese Palm Leaf Clutch, Decorative — Rattan & Woven Bags","rustic Palm Leaf Clutch — A true representation of Balinese artistry. Using Seagrass sourced from local villages, our artisans in Gianyar, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Rattan & Woven Bags,NusaCreativeHouse,"Rattan, Woven, IncenseBali, BaliHandcraft",4.92,465,73.87
"Painted Balinese Woven Seagrass Tote, Small — Rattan & Woven Bags","Bring the spirit of Bali into your home with this Woven Seagrass Tote. Sourced from Gianyar, Bali, Indonesia and crafted with Ata Vine, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Rattan & Woven Bags,GianyarDesign,"Rattan, Woven, BaliHandcraft, SustainableWood",4.68,167,103.85
"Handcrafted Balinese Wayang Kulit Set, Mini — Masks & Folk Art","This Wayang Kulit Set is a masterpiece of Sukawati, Bali, Indonesia heritage. Made from ethically sourced Cempaka Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Masks & Folk Art,DenpasarArtisan,"Masks, Folk, GianyarCraft, CeramicBali",4.81,322,361.68
"Handcrafted Balinese Shadow Puppet Panel, Medium — Wall Art & Panels","handcrafted Shadow Puppet Panel — A true representation of Balinese artistry. Using Coconut Shell Mosaic sourced from local villages, our artisans in Tegallalang, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wall Art & Panels,SeminyakStudio,"Wall, Art, HandmadeBali, SilverJewelry",4.82,220,157.96
"Rustic Balinese Balinese Dancers Acrylic, Mini — Paintings on Canvas","Discover this rustic Balinese Dancers Acrylic, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Canvas & Acrylic construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,KlungkungHeritage,"Paintings, on, WoodCarving, HandmadeBali",4.83,183,63.34
"Elegant Balinese Floral Relief, Standard — Wood Carving & Sculpture","elegant Floral Relief from Tegallalang, Bali, Indonesia. Crafted using Suar Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wood Carving & Sculpture,CelukHandmade,"Wood, Carving, OrganicBali, BatchArtistry",4.73,479,106.64
"Rare Balinese Sandalwood Incense Stick, Small — Incense & Aromatherapy","Discover this rare Sandalwood Incense Stick, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Natural Resin construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Incense & Aromatherapy,SanurWorkshop,"Incense, Aromatherapy, CelukSilver, NaturalMaterial, TegallalangWood",4.77,389,164.87
"Carved Balinese Temple Incense Bundle, Large — Incense & Aromatherapy","carved Temple Incense Bundle — A true representation of Balinese artistry. Using Pandan Leaf Extract sourced from local villages, our artisans in Ubud, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Incense & Aromatherapy,UbudHeritage,"Incense, Aromatherapy, HandmadeBali, TraditionalCraft, IslandArt",4.75,86,80.86
"Rustic Balinese Shadow Puppet Panel, Decorative — Wall Art & Panels","rustic Shadow Puppet Panel from Ubud, Bali, Indonesia. Crafted using Teak Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wall Art & Panels,BaliArt,"Wall, Art, BalineseMask, OrganicBali",4.8,498,336.99
"Heritage Balinese Ata Vine Basket, Decorative — Rattan & Woven Bags","heritage Ata Vine Basket — A true representation of Balinese artistry. Using Ata Vine sourced from local villages, our artisans in Tegallalang, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Rattan & Woven Bags,GianyarCraftHouse,"Rattan, Woven, HomeDecorationBali, BaliHandcraft",5.0,205,258.86
"Exquisite authentic Bali Batik Table Runner, XL — Batik & Textile","Discover this authentic Batik Table Runner, handcrafted in Sukawati, Bali, Indonesia using traditional Balinese techniques. The Cotton construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Batik & Textile,SeminyakBoutique,"Batik, Textile, CeramicBali, HandmadeBali, TegallalangWood",4.58,249,426.06
"Sacred traditional Bali Ata Vine Basket, Decorative — Rattan & Woven Bags","This Ata Vine Basket is a masterpiece of Tegallalang, Bali, Indonesia heritage. Made from ethically sourced Natural Rattan, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Rattan & Woven Bags,SeminyakBoutique,"Rattan, Woven, CeramicBali, IslandArt",4.79,354,265.08
"Carved Balinese Temple Incense Bundle, Decorative — Incense & Aromatherapy","Discover this carved Temple Incense Bundle, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Sandalwood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Incense & Aromatherapy,KlungkungArtisan,"Incense, Aromatherapy, BalineseMask, HomeDecorationBali, TegallalangWood",4.95,451,238.45
"Handwoven Balinese Moonstone Necklace, Mini — Silver Jewelry","This Moonstone Necklace is a masterpiece of Mas Village, Bali, Indonesia heritage. Made from ethically sourced Sterling Silver & Turquoise, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Silver Jewelry,SukawatiCreativeHouse,"Silver, Jewelry, BohoStyle, WoodCarvingSculpture, NaturalMaterial",4.94,46,302.72
"Carved Balinese Balinese Dancers Acrylic, Mini — Paintings on Canvas","Bring the spirit of Bali into your home with this Balinese Dancers Acrylic. Sourced from Mas Village, Bali, Indonesia and crafted with Canvas & Oil, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,SanurHandmade,"Paintings, on, ArtisanMade, IslandArt",4.58,288,485.8
"Unique Balinese Woven Placemats Set, Standard — Home Decor","Discover this unique Woven Placemats Set, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Rattan & Bamboo construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Home Decor,SeminyakCraft,"Home, Decor, WoodCarving, SilverJewelry, CelukSilver",4.82,192,247.21
"Premium Balinese Tropical Canvas Print, XL — Wall Art & Panels","Bring the spirit of Bali into your home with this Tropical Canvas Print. Sourced from Ubud, Bali, Indonesia and crafted with Coconut Shell Mosaic, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Wall Art & Panels,SeminyakHandmade,"Wall, Art, WoodCarvingSculpture, GianyarCraft",4.63,318,112.17
"Handwoven Balinese Bamboo Shoulder Bag, Small — Rattan & Woven Bags","Discover this handwoven Bamboo Shoulder Bag, handcrafted in Gianyar, Bali, Indonesia using traditional Balinese techniques. The Seagrass construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Rattan & Woven Bags,GianyarCraft,"Rattan, Woven, GianyarCraft, OrganicBali",4.5,195,8.0
"Artisan Balinese Rattan Fruit Bowl, Large — Home Decor","artisan Rattan Fruit Bowl — A true representation of Balinese artistry. Using Driftwood sourced from local villages, our artisans in Ubud, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Home Decor,UbudWorkshop,"Home, Decor, IslandArt, NaturalMaterial, IncenseBali",4.75,393,333.96
"Premium Balinese Bamboo Wind Chime, Decorative — Home Decor","premium Bamboo Wind Chime — A true representation of Balinese artistry. Using Driftwood sourced from local villages, our artisans in Ubud, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Home Decor,SeminyakArt,"Home, Decor, BatchArtistry, IndonesianCraft, BalineseJewelry",4.98,250,8.0
"Unique Balinese Tropical Landscape Oil, Decorative — Paintings on Canvas","Discover this unique Tropical Landscape Oil, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Canvas & Oil construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Paintings on Canvas,NusaBoutique,"Paintings, on, BatchArtistry, BalineseJewelry",4.74,487,267.31
"Heritage Balinese Shadow Puppet Panel, Medium — Wall Art & Panels","Discover this heritage Shadow Puppet Panel, handcrafted in Tegallalang, Bali, Indonesia using traditional Balinese techniques. The Coconut Shell Mosaic construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wall Art & Panels,CelukArtisan,"Wall, Art, TraditionalCraft, BaliHandcraft",4.54,89,208.83
"Vintage Balinese Topeng Mask, Decorative — Masks & Folk Art","Bring the spirit of Bali into your home with this Topeng Mask. Sourced from Sukawati, Bali, Indonesia and crafted with Cempaka Wood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Masks & Folk Art,KlungkungWorkshop,"Masks, Folk, HandmadeBali, TraditionalCraft",4.65,202,306.9
"Heritage Balinese Pandan Incense Cone, Standard — Incense & Aromatherapy","heritage Pandan Incense Cone from Gianyar, Bali, Indonesia. Crafted using Pandan Leaf Extract by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Incense & Aromatherapy,GianyarCraft,"Incense, Aromatherapy, BatchArtistry, HomeDecorationBali, CelukSilver",4.75,283,122.4
"Custom Balinese Temple Ceremony Painting, Medium — Paintings on Canvas","Bring the spirit of Bali into your home with this Temple Ceremony Painting. Sourced from Mas Village, Bali, Indonesia and crafted with Canvas & Acrylic, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Paintings on Canvas,KutaArtisan,"Paintings, on, BalineseJewelry, BatchArtistry",4.77,80,8.0
"Heritage Balinese Pandan Incense Cone, Decorative — Incense & Aromatherapy","heritage Pandan Incense Cone from Gianyar, Bali, Indonesia. Crafted using Kemenyan Resin by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Incense & Aromatherapy,SeminyakCreativeHouse,"Incense, Aromatherapy, BohoStyle, EcoFriendly, UbudArt",4.67,154,192.25
"Artisan Balinese Floral Relief, Decorative — Wood Carving & Sculpture","Discover this artisan Floral Relief, handcrafted in Tegallalang, Bali, Indonesia using traditional Balinese techniques. The Suar Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,NusaArtisan,"Wood, Carving, SilverJewelry, IncenseBali",4.73,499,324.59
"Sacred carved Bali Lotus Ring, Small — Silver Jewelry","carved Lotus Ring from Mas Village, Bali, Indonesia. Crafted using Sterling Silver & Turquoise by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Silver Jewelry,BaliArt,"Silver, Jewelry, BaliHandcraft, ArtisanMade, IndonesianCraft",4.5,19,576.15
"Custom Balinese Temple Ceremony Painting, Decorative — Paintings on Canvas","custom Temple Ceremony Painting from Ubud, Bali, Indonesia. Crafted using Watercolor Paper by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,GianyarCraftHouse,"Paintings, on, BaliHandcraft, OrganicBali",4.7,389,339.51
"Rare Balinese Frangipani Candle Holder, Standard — Home Decor","Discover this rare Frangipani Candle Holder, handcrafted in Celuk, Bali, Indonesia using traditional Balinese techniques. The Bamboo construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Home Decor,UbudWorkshop,"Home, Decor, IncenseBali, EcoFriendly, HandmadeBali",4.98,161,72.41
"Rustic heritage Bali Rattan Round Bag, Standard — Rattan & Woven Bags","This Rattan Round Bag is a masterpiece of Gianyar, Bali, Indonesia heritage. Made from ethically sourced Seagrass, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Rattan & Woven Bags,MasArtisan,"Rattan, Woven, BohoStyle, BaliHandcraft",4.54,181,342.67
"Rustic Balinese Coconut Shell Lamp, Small — Home Decor","Bring the spirit of Bali into your home with this Coconut Shell Lamp. Sourced from Ubud, Bali, Indonesia and crafted with Rattan & Bamboo, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Home Decor,UbudWorkshop,"Home, Decor, IslandArt, WoodCarvingSculpture, UbudArt",4.62,69,9.25
"Unique Balinese Woven Seagrass Tote, Standard — Rattan & Woven Bags","unique Woven Seagrass Tote from Tegallalang, Bali, Indonesia. Crafted using Natural Rattan by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Rattan & Woven Bags,UbudArtisan,"Rattan, Woven, TegallalangWood, NaturalMaterial",4.71,98,369.06
"Heritage Balinese Frangipani Candle Holder, Small — Home Decor","Bring the spirit of Bali into your home with this Frangipani Candle Holder. Sourced from Ubud, Bali, Indonesia and crafted with Driftwood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Home Decor,KarangasemCraft,"Home, Decor, TraditionalCraft, BohoStyle, WoodCarving",4.77,365,201.94
"Rare Balinese Moonstone Necklace, Decorative — Silver Jewelry","Discover this rare Moonstone Necklace, handcrafted in Celuk, Bali, Indonesia using traditional Balinese techniques. The Silver Alloy construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Silver Jewelry,CelukHeritage,"Silver, Jewelry, TegallalangWood, RattanBag, BohoStyle",4.79,432,336.48
"Heritage Balinese Endek Weave Cloth, Small — Batik & Textile","Bring the spirit of Bali into your home with this Endek Weave Cloth. Sourced from Sukawati, Bali, Indonesia and crafted with Cotton, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Batik & Textile,BaliBoutique,"Batik, Textile, HomeDecorationBali, BaliHandcraft, HandmadeBali",4.85,454,364.92
"Premium exquisite Bali Pandan Incense Cone, Large — Incense & Aromatherapy","This Pandan Incense Cone is a masterpiece of Ubud, Bali, Indonesia heritage. Made from ethically sourced Pandan Leaf Extract, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Incense & Aromatherapy,BulelengArt,"Incense, Aromatherapy, HandmadeBali, WoodCarving, EcoFriendly",4.8,166,686.21
"Vintage Balinese Coconut Aromatic Stick, Large — Incense & Aromatherapy","Discover this vintage Coconut Aromatic Stick, handcrafted in Gianyar, Bali, Indonesia using traditional Balinese techniques. The Kemenyan Resin construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Incense & Aromatherapy,KutaBoutique,"Incense, Aromatherapy, TegallalangWood, UbudArt, HandmadeBali",4.81,232,79.77
"Artisan Balinese Bamboo Shoulder Bag, Medium — Rattan & Woven Bags","Discover this artisan Bamboo Shoulder Bag, handcrafted in Tegallalang, Bali, Indonesia using traditional Balinese techniques. The Natural Rattan construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Rattan & Woven Bags,BaliDesign,"Rattan, Woven, WoodCarving, IndonesianCraft",4.77,341,239.01
"Vintage Balinese Filigree Pendant, Medium — Silver Jewelry","Bring the spirit of Bali into your home with this Filigree Pendant. Sourced from Celuk, Bali, Indonesia and crafted with Sterling Silver & Turquoise, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Silver Jewelry,MasStudio,"Silver, Jewelry, IndonesianCraft, BaliHandcraft, NaturalMaterial",4.88,52,455.34
"Handwoven Balinese Batik Wall Art, Mini — Wall Art & Panels","handwoven Batik Wall Art from Tegallalang, Bali, Indonesia. Crafted using Suar Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wall Art & Panels,CelukCreativeHouse,"Wall, Art, BalineseMask, GianyarCraft",4.78,15,165.29
"Unique Balinese Bali Bangle, XL — Silver Jewelry","unique Bali Bangle — A true representation of Balinese artistry. Using 925 Sterling Silver sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Silver Jewelry,SeminyakArt,"Silver, Jewelry, ArtisanMade, IndonesianCraft, GianyarCraft",4.6,107,43.43
"Authentic rare Bali Lotus Pond Artwork, Standard — Paintings on Canvas","rare Lotus Pond Artwork from Mas Village, Bali, Indonesia. Crafted using Watercolor Paper by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Paintings on Canvas,KlungkungCreativeHouse,"Paintings, on, GianyarCraft, UbudArt",4.79,223,97.72
"Rustic custom Bali Coconut Shell Lamp, Small — Home Decor","custom Coconut Shell Lamp from Celuk, Bali, Indonesia. Crafted using Coconut Shell by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Home Decor,MasDesign,"Home, Decor, NaturalMaterial, SilverJewelry, OrganicBali",4.83,95,8.0
"Sacred Balinese Bali Bangle, Standard — Silver Jewelry","This Bali Bangle is a masterpiece of Mas Village, Bali, Indonesia heritage. Made from ethically sourced Sterling Silver & Turquoise, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Silver Jewelry,KutaDesign,"Silver, Jewelry, HomeDecorationBali, WoodCarvingSculpture, BohoStyle",4.72,23,85.46
"Rustic Balinese Frangipani Candle Holder, Mini — Home Decor","Discover this rustic Frangipani Candle Holder, handcrafted in Ubud, Bali, Indonesia using traditional Balinese techniques. The Coconut Shell construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Home Decor,CelukCraft,"Home, Decor, BatchArtistry, IncenseBali, IndonesianCraft",4.69,19,129.63
"Rare Balinese Weaved Wall Hanging, Decorative — Wall Art & Panels","This Weaved Wall Hanging is a masterpiece of Tegallalang, Bali, Indonesia heritage. Made from ethically sourced Teak Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wall Art & Panels,KlungkungArt,"Wall, Art, HandmadeBali, SilverJewelry",4.7,153,8.0
"Painted Balinese Barong Mask, Decorative — Wood Carving & Sculpture","This Barong Mask is a masterpiece of Batubulan, Bali, Indonesia heritage. Made from ethically sourced Ebony Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wood Carving & Sculpture,MasArt,"Wood, Carving, NaturalMaterial, IncenseBali",4.99,52,313.92
